asunto,categoria
"['previsión', 'tipo', 'ayuda', 'subvención', 'inversión', 'distrito', 'anaga', 'santa', 'cruz', 'tenerife', 'presente', 'ejercicio', 'presupuestario', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']",ECONOMÍA
"['previsión', 'medida', 'relación', 'transposición', 'directivas', 'europeas', 'defensa', 'derechos', 'consumidores', 'dirigida', 'gobierno']",ASUNTOS SOCIALES
"['previsión', 'cesión', 'instalaciones', 'escuela', 'unitaria', 'puerto', 'estaca', 'ayuntamiento', 'valverde', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['previsión', 'constituir', 'mesa', 'concretar', 'aplicación', 'lomloe', 'relación', 'materias', 'economía', 'emprendimiento', 'finanzas', 'impartir', 'bachillerato', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['previsión', 'construcción', 'aulas', 'ceip', 'eduardo', 'rivero', 'ramos', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['previsión', 'convocatoria', '2022', 'subvenciones', 'autoconsumo', 'energías', 'renovables', 'sector', 'residencial', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['previsión', 'convocatoria', '2022', 'subvenciones', 'mejora', 'eficiencia', 'energética', 'energías', 'renovables', 'empresas', 'edificios', 'residenciales', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['previsión', 'convocatoria', '2022', 'subvenciones', 'mejora', 'eficiencia', 'energética', 'energías', 'renovables', 'infraestructuras', 'públicas', 'incluidos', 'edificios', 'públicos', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['previsión', 'cumplir', 'compromiso', 'expresado', 'pleno', '26', 'octubre', 'convocar', 'forma', 'inmediata', 'plazas', 'jefatura', 'servicio', 'plantilla', 'orgánica', 'huc', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['previsión', 'desarrollo', 'reglamentario', 'actividad', 'intervención', 'administrativa', 'explotaciones', 'energía', 'geotérmica', 'ordena', 'disposición', 'decimotercera', 'decreto', 'ley', '152020', '10', 'septiembre', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['previsión', 'dotar', 'valle', 'aridane', 'ambulancia', 'carácter', 'permanente', 'atender', 'necesidades', 'afectados', 'volcán', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['previsión', 'elaborar', 'implantar', 'plan', 'específico', 'atención', 'psicológica', 'atender', 'afectados', 'volcán', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['previsión', 'empezar', 'obras', 'techado', 'ceip', 'puertito', 'güímar', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",INDUSTRIA
"['previsión', 'inicio', 'obras', 'construcción', 'centro', 'educativo', 'costa', 'arico', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",INDUSTRIA
"['previsión', 'evolución', 'economía', 'canaria', 'año', 'dirigida', 'consejera', 'economía', 'conocimiento']",ECONOMÍA
"['previsión', 'puesta', 'marcha', 'ayuda', 'económica', 'transitoria', 'pensionistas', 'emigrantes', 'canariosvenezolanos', 'retornados', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['previsión', 'puesta', 'marcha', 'iniciativas', 'mejorar', 'oferta', 'formación', 'básica', 'inicial', 'hierro', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['previsión', 'realización', 'test', 'antígenos', 'centros', 'educativos', 'alumnado', 'personal', 'docente', 'docente', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['previsión', 'recuperación', 'actividad', 'normalizada', 'centros', 'mayores', 'palmas', 'canaria', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['previsión', 'regular', 'camping', 'caravanas', 'actividad', 'turística', 'producto', 'turístico', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['previsión', 'reposición', 'viviendas', 'matorral', 'san', 'bartolomé', 'tirajana', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",ASUNTOS SOCIALES
"['previsión', 'retirada', 'amianto', 'ceip', 'alcalde', 'diego', 'trujillo', 'rodríguez', 'gáldar', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['previsión', 'revisar', 'ratios', 'alumnado', 'escuela', 'capacitación', 'agraria', 'tacoronte', 'año', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['previsión', 'traslado', 'oncólogos', 'fuerteventura', 'complejo', 'hospitalario', 'canaria', 'doctor', 'negrín', 'pasar', 'consultas', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['previsión', 'cambio', 'modelo', 'gestión', 'instituto', 'canario', 'hemodonación', 'hemoterapia', 'incluya', 'privatización', 'servicio', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['previsión', 'construcción', 'colegio', 'abades', 'arico', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",INDUSTRIA
"['previsiones', 'plan', 'estratégico', 'escuelas', 'titularidad', 'gobierno', 'dependen', 'consejería', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['previsiones', 'construcción', 'edificio', 'escuela', 'arte', 'fuerteventura', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",INDUSTRIA
"['previsiones', 'recoger', 'pliego', 'condiciones', 'aumento', 'personal', 'incluyendo', 'plazas', 'enfermería', 'atención', 'usuarios', 'cadf', 'sauzal', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['previsiones', 'construir', 'consultorio', 'local', 'antigua', 'dirigida', 'consejero', 'sanidad']",INDUSTRIA
"['previsiones', 'construcción', 'aulas', 'baño', 'ceip', 'tostón', 'cotillo', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['programación', 'cronología', 'prevista', 'puesta', 'funcionamiento', 'unidad', 'hemodinámica', 'hospital', 'fuerteventura', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['programas', 'atención', 'infancia', 'familia', 'desarrollo', 'integral', 'menores', 'desarrollado', '2020', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['programas', 'atención', 'infancia', 'familia', 'desarrollo', 'integral', 'menores', 'desarrollado', '2021', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['protocolo', 'recogida', 'desechos', 'sanitarios', 'hospital', 'fuerteventura', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['protocolo', 'aplica', 'joven', 'inmigrante', 'acompañado', 'ingresa', 'centro', 'acogida', 'determina', 'edad', 'real', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['proyectos', 'construcción', 'viviendas', 'protección', 'oficial', 'guía', 'isora', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",ASUNTOS SOCIALES
"['proyectos', 'previstos', 'infraestructuras', 'viarias', 'lanzarote', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",INDUSTRIA
"['proyectos', 'acogido', 'plan', 'recuperación', 'transformación', 'resiliencia', 'puesto', 'marcha', 'gobierno', 'españa', 'fondos', 'next', 'generation', 'eu', 'dirigida', 'consejera', 'economía', 'conocimiento']",ECONOMÍA
"['queserías', 'acogido', 'campaña', 'gobierno', 'canarias', 'venta', 'quesos', 'hoteles', 'canarias', 'cantidades', 'comprado', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['ralentización', 'obra', 'reforma', 'consultorio', 'local', 'cardones', 'mediados', 'mes', 'febrero', 'dirigida', 'consejero', 'sanidad']",INDUSTRIA
"['razón', 'baja', 'ejecución', 'actuaciones', 'referida', 'fondos', 'europeos', 'recibidos', 'comunidad', 'autónoma', '2021', 'programa', 'mrr', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']",ASUNTOS FINANCIEROS
"['razón', 'ejecución', 'plan', 'canario', 'infraestructura', 'educativa', '20182025', 'fuerteventura', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['razón', 'traslado', 'oncólogos', 'fuerteventura', 'complejo', 'hospitalario', 'canaria', 'doctor', 'negrín', 'pasar', 'consultas', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['razón', 'recurriera', 'proveedor', 'habitual', 'material', 'sanitario', 'contrato', 'mascarillas', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['razón', 'obras', 'paseo', 'marítimo', 'puerto', 'rosario', 'paradas', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",INDUSTRIA
"['razones', 'considere', 'parque', 'eólico', 'fuerteventura', 'renovables', 'oliva', 'caducado', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['razones', 'amplía', 'número', 'usuarios', 'centro', 'mayores', 'abades', 'arico', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['realización', 'acciones', 'promover', 'aprobación', 'planes', 'igualdad', 'administraciones', 'públicas', 'dirigida', 'consejero', 'administraciones', 'públicas', 'justicia', 'seguridad']",ASUNTOS SOCIALES
"['realización', 'análisis', 'aguas', 'afectadas', 'vertido', 'ilegal', 'mar', 'aguas', 'residuales', 'emisario', 'submarino', 'teatro', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['realización', 'investigación', 'relación', 'expulsión', 'alumnos', 'ies', 'teror', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['realización', 'protocolo', 'alimentación', 'materna', 'escuelas', 'infantiles', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['realización', 'pruebas', 'detección', 'vih', 'islas', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['realización', 'tareas', 'personal', 'contratado', 'programa', 'extraordinario', 'social', 'denominado', 'puerto', 'mueve', '2020', 'dirigida', 'consejera', 'economía', 'conocimiento']",TRABAJO Y EMPLEO
"['recursos', 'destinados', 'ayudar', 'municipios', 'hierro', 'materia', 'educación', '0', '3', 'años', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['recursos', 'económicos', 'destinados', 'administraciones', 'palmeras', 'ejecución', 'plan', 'extraordinario', 'dirigida', 'consejera', 'economía', 'conocimiento']",ECONOMÍA
"['reparto', 'ejecución', 'proyecto', '216g0141', 'denominado', 'calidad', 'tic', 'entorno', 'educativo', 'importe', '1000000', 'euros', 'isla', 'fuerteventura', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['requisitos', 'condiciones', 'administrativas', 'temporales', 'asociadas', 'financiación', 'cumplir', 'obras', 'paseo', 'marítimo', 'puerto', 'rosario', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",INDUSTRIA
"['requisitos', 'condiciones', 'administrativas', 'temporales', 'cumplir', 'obras', 'mayo', 'puerto', 'rosario', 'cumplir', 'financiación', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",INDUSTRIA
"['responsabilidad', 'asumen', 'centro', 'educativo', 'consejería', 'expulsión', 'alumnos', 'ies', 'teror', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['resultado', 'conseguido', 'operativo', 'rastreo', 'mosquito', 'aedes', 'aegypti', 'palma', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['resultado', 'conseguido', 'operativo', 'rastreo', 'mosquito', 'aedes', 'aegypti', 'palma', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['reuniones', 'coordinación', 'administraciones', 'públicas', 'valorar', 'buscar', 'soluciones', 'continuidad', 'traslado', 'actividad', 'cementera', 'puerto', 'santa', 'águeda', 'arguineguín', 'canaria', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",VIDA POLÍTICA
"['reuniones', 'mantenidas', 'ayuntamiento', 'oliva', 'tratar', 'futuro', 'antiguo', 'colegio', 'villaverde', 'fuerteventura', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['reuniones', 'mantenidas', 'afectados', 'sector', 'pesca', 'profesional', 'relación', 'normativa', 'zec', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['reuniones', 'mantenidas', 'afectados', 'sector', 'pesca', 'recreo', 'relación', 'normativa', 'zec', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['docentes', 'embarazadas', 'reciben', 'protocolo', 'adecuado', 'riesgos', 'laborales', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['mascarillas', 'modelo', 'marca', '3m', '1860', 'n95', 'ffp2', 'ffp3', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['plantea', 'programa', 'educación', 'ambiental', 'destinado', 'escolares', 'relativo', 'racional', 'sostenible', 'agua', 'proteger', 'biodiversidad', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['situación', 'relación', 'puestos', 'hospital', 'universitario', 'palma', 'plazas', 'ocupadas', 'vacantes', 'vínculo', 'administrativo', 'laboral', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['situación', 'obras', 'ies', 'guaza', 'previsión', 'finalización', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",INDUSTRIA
"['situación', 'expediente', 'sancionador', 'abierto', 'residencia', 'mayores', 'milla', 'santa', 'maría', 'guía', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['situación', 'encuentran', 'obras', 'cae', 'sur', 'fuerteventura', 'dirigida', 'consejero', 'sanidad']",INDUSTRIA
"['situación', 'encuentran', 'obras', 'ies', 'lajita', 'fuerteventura', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['situación', 'jurídica', 'concesión', 'administrativa', 'suelo', 'portuario', 'actividad', 'cementera', 'puerto', 'santa', 'águeda', 'arguineguín', 'canaria', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",VIDA POLÍTICA
"['solicitud', 'naviera', 'fred', 'olsen', 'operar', 'ruta', 'órzolala', 'graciosa', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",TRANSPORTES
"['solicitud', 'ayuntamiento', 'palmas', 'canaria', 'departamento', 'gobierno', 'canarias', 'realización', 'análisis', 'aguas', 'afectadas', 'vertido', 'ilegal', 'mar', 'aguas', 'residuales', 'emisario', 'teatro', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['solicitudes', 'presentadas', 'forma', 'relación', 'ayudas', 'realización', 'actuaciones', 'eficiencia', 'energética', 'explotaciones', 'agropecuarias', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['solicitudes', 'presentado', 'forma', 'programa', 'rehabilitación', 'energética', 'edificios', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['solución', 'entrada', 'salida', 'personas', 'vehículos', 'entrada', 'barrio', 'rambla', 'san', 'juan', 'rambla', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",TRANSPORTES
"['solución', 'alumnos', 'afectados', 'error', 'ies', 'teror', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['soluciones', 'quejas', 'comunidad', 'educativa', 'ceip', 'punta', 'larga', 'candelaria', 'precariedad', 'servicio', 'comedor', 'escolar', 'producida', 'privatizar', 'servicio', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['soluciones', 'problema', 'ocurrido', 'cementerio', 'manchas', 'causa', 'erupción', 'volcán', 'palma', 'dirigida', 'consejero', 'administraciones', 'públicas', 'justicia', 'seguridad']",VIDA POLÍTICA
"['subvención', 'realizada', 'cabildo', 'dirigida', 'atención', 'menores', 'extranjeros', 'acompañados', 'cargo', 'subvención', '10', 'millones', 'euros', 'fondos', 'estatales', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['alta', 'gestores', 'productores', 'residuos', 'solicitan', 'cumplimiento', 'real', 'decreto', '5532020', '2', 'junio', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['registro', 'alta', 'baja', 'modificación', 'talleres', 'vehículos', 'pequeños', 'productores', 'residuos', 'cumplimiento', 'real', 'decreto', '5532020', '2', 'junio', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['espera', 'recepción', 'reconocimiento', 'grado', 'discapacidad', 'revisión', 'grado', 'discapacidad', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['programas', 'masculinidades', 'juventud', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['trabajos', 'objeto', 'elaborar', 'aprobar', 'ley', 'mecenazgo', 'deportivo', 'canarias', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",ASUNTOS SOCIALES
"['trámites', 'realizando', 'relación', 'plan', 'charcos', 'canarias', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['dando', 'instalaciones', 'escuela', 'unitaria', 'puerto', 'estaca', 'hierro', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['usuarios', 'acogido', 'bono', 'bonito', 'impulsa', 'consumo', 'palma', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['visitas', 'recibido', 'web', 'justicia', 'dirigida', 'consejero', 'administraciones', 'públicas', 'justicia', 'seguridad']",VIDA POLÍTICA
"['visitas', 'recibidas', 'stand', 'feria', 'mic', 'celebrada', 'barcelona', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['situación', 'planificación', 'actuación', 'tic1', 'canaria', 'prevista', 'plan', 'desarrollo', 'red', 'transporte', 'energía', 'eléctrica', '20152020', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",ENERGÍA
"['situación', 'planificación', 'actuación', 'tic2', 'canaria', 'prevista', 'plan', 'desarrollo', 'red', 'transporte', 'energía', 'eléctrica', '20152020', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",ENERGÍA
"['situación', 'planificación', 'actuación', 'tic3', 'canaria', 'prevista', 'plan', 'desarrollo', 'red', 'transporte', 'energía', 'eléctrica', '20152020', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",ENERGÍA
"['tecnologías', 'almacenamiento', 'energía', 'pretenden', 'implantar', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",ENERGÍA
"['enlace', 'plataforma', 'dirección', 'energía', 'permita', 'interesados', 'acceder', 'expedientes', 'tramitación', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",ENERGÍA
"['previsiones', 'garantizar', 'población', 'disponga', 'energía', 'asequible', 'marca', 'ods', '7', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",ENERGÍA
"['posición', 'gobierno', 'tratado', 'carta', 'energía', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",ENERGÍA
"['impacto', 'sistema', 'producción', 'energía', 'eléctrica', 'pandemia', 'covid19', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",ENERGÍA
"['medidas', 'impulsadas', 'materia', 'energía', 'consumidores', 'domésticos', 'trabajadores', 'autónomos', 'pymes', 'empresas', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",ENERGÍA
"['previsión', 'plan', 'transición', 'energética', 'almacenamiento', 'energía', 'fuerteventura', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",ENERGÍA
"['obras', 'relacionadas', 'energía', 'cronograma', 'plan', 'transición', 'energética', 'fuerteventura', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",ENERGÍA
"['conclusiones', 'encuentro', 'gobierno', 'españa', 'conciliar', 'medidas', 'ciencia', 'investigación', 'frente', 'covid19', 'dirigida', 'consejera', 'economía', 'conocimiento']","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"['proyectos', 'investigación', 'covid19', 'hospital', 'dr', 'negrín', 'dirigida', 'consejero', 'sanidad']","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"['plan', 'mejora', 'financiación', 'universidad', 'investigación', 'universitaria', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"['actuaciones', 'agencia', 'canaria', 'investigación', 'innovación', 'sociedad', 'información', 'quede', 'operativa', 'señal', 'televisión', 'giniginámar', 'tuineje', 'dirigida', 'consejera', 'economía', 'conocimiento']","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"['líneas', 'extraordinarias', 'colaboración', 'universidades', 'canarias', 'apoyo', 'investigación', 'ciencia', 'situación', 'derivada', 'covid19', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"['plan', 'formación', 'drones', 'aplicación', 'biotecnología', 'prevenir', 'daños', 'cultivos', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"['implantación', 'tecnologías', 'blockchain', 'sector', 'agrifood', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"['importe', 'transferencias', 'universidades', 'públicas', 'canarias', 'apoyo', 'investigación', 'dirigida', 'gobierno']","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"['agencia', 'canaria', 'investigación', 'innovación', 'sociedad', 'información', 'solución', 'recupere', 'señal', 'televisión', 'tuineje', 'dirigida', 'consejera', 'economía', 'conocimiento']","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"['proyectos', 'futuros', 'líneas', 'estratégicas', 'investigación', 'puesto', 'marcha', 'laboratorio', 'investigación', 'iguallab', '2021', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"['aplicación', 'tecnología', 'blockchain', 'administración', 'regional', 'herramienta', 'fomente', 'innovación', 'transformación', 'digital', 'dirigida', 'consejero', 'administraciones', 'públicas', 'justicia', 'seguridad']","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"['tecnologías', 'zonas', 'rurales', 'implantación', 'fibra', 'óptica', 'gomera', 'dirigida', 'gobierno']","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"['previsión', 'ayudas', 'financiación', 'activación', 'proyectos', 'tecnologías', 'smart', 'island', 'dirigida', 'consejera', 'economía', 'conocimiento']","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"['implementación', 'archivo', 'judicial', 'dirigida', 'consejero', 'administraciones', 'públicas', 'justicia', 'seguridad']",DERECHO
"['desarrollo', 'pleno', 'expediente', 'judicial', 'electrónico', 'dirigida', 'consejero', 'administraciones', 'públicas', 'justicia', 'seguridad']",DERECHO
"['expediente', 'concurso', 'ideas', 'sede', 'judicial', 'llanos', 'aridane', 'dirigida', 'consejero', 'administraciones', 'públicas', 'justicia', 'seguridad']",DERECHO
"['protocolo', 'control', 'seguimiento', 'medidas', 'judiciales', 'menores', 'escolarizados', 'enseñanzas', 'universitarias', 'coordinación', 'fiscalía', 'menores', 'juzgados', 'especializados', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",DERECHO
"['número', 'alumnos', 'matriculados', 'curso', '20192020', 'medidas', 'judiciales', 'enseñanzas', 'universitarias', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",DERECHO
"['medidas', 'retorno', 'actividad', 'judicial', 'garantice', 'seguridad', 'personal', 'usuarios', 'operadores', 'justicia', 'dirigida', 'consejero', 'administraciones', 'públicas', 'justicia', 'seguridad']",DERECHO
"['conclusión', 'reunión', 'mantenida', 'ministro', 'justicia', 'reanudación', 'actividad', 'judicial', 'dirigida', 'consejero', 'administraciones', 'públicas', 'justicia', 'seguridad']",DERECHO
"['medidas', 'regular', 'mediación', 'vía', 'resolución', 'conflictos', 'alternativa', 'judicial', 'aligerar', 'saturación', 'sistema', 'judicial', 'dirigida', 'consejero', 'administraciones', 'públicas', 'justicia', 'seguridad']",DERECHO
"['criterios', 'elección', 'sede', 'juzgado', 'social', 'nº', '9', 'partido', 'judicial', 'santa', 'cruz', 'tenerife', 'opinión', 'operadores', 'jurídicos', 'dirigida', 'consejero', 'administraciones', 'públicas', 'justicia', 'seguridad']",DERECHO
